File Name,Title,Meta Description,H1 Content,H2 Content,H3 Content,H4 Content,H5 Content,H6 Content,Paragraph Content,Date,Location
1716323825-322.html,"Dr. Eugénia Cunha | Practical guidelines for the routine practice in forensic anthropology, with an emphasis on some of the challenges particular to practice in Europe. | Center for Spatial and Textual Analysis","Public Keynote Address by Dr. Eugénia Cunha (Laboratory of Forensic Anthropology, Centre for Functional Ecology, Department fo Life Sciences, University of Coimbra).","Dr. Eugénia Cunha | Practical guidelines for the routine practice in forensic anthropology, with an emphasis on some of the challenges particular to practice in Europe.",Events About People Connect With Us Contact Us,,,,,"Public Keynote Address by Dr. Eugénia Cunha (Laboratory of Forensic Anthropology, Centre for Functional Ecology, Department fo Life Sciences, University of Coimbra). Throughout the presentation of some practical cases of forensic anthropology, we aim to highlight what we consider fundamental steps in a forensic anthropology exam which importance has been receiving increasing recognition not only from other forensic practitioners but also from the general public. Previous procedures such as maceration, cleaning, gathering samples, imagiological exams are of paramount importance. State of preservation and conservation will dictate not only the techniques to be applied but also the experts present at the expertise. Complicity with the forensic pathologist is therefore crucial. In what concerns identification we will briefly discuss the methods used to assess the biological profile, and detaching what we consider fundamental in search of identity factors where every little detail is outstanding. For the interpretation of the language of fractures, the role of a forensic anthropologist is unique, but he or she should not talk about cause and manner of death all alone since this is an attribution of the forensic pathologist. We will bring a general overview of forensic anthropology in Europe where the reality is not homogeneous and where the background of the experts and the type of cases can vary in function of social problems, such as migration, from country to country. The situation will generally be compared with the one in the US. This talk is part of the workshop, ""New Approaches to Skeletal Age Estimation for Diverse Populations,"" organized by Bridget Algee-Hewitt (Stanford CCSRE). Public reception to follow.","Tue August 7th 2018, 5:30 - 6:30pm","Terrace Room, Margaret Jacks Hall (Building 460, 4th floor)"
1716323825-135.html,"DH Long View Seminar Series: Scott Weingart and Nickoal Eichmann-Kalwara on ""A Look Backwards Through the Index of Digital Humanities Conferences"" | Center for Spatial and Textual Analysis","Scott Weingart (Carnegie Mellon University) and Nickoal Eichmann-Kalwara (University of Colorado-Boulder) will give a talk titled ""A Look Backwards Through the Index of Digital Humanities Conferences."" Register for this event","DH Long View Seminar Series: Scott Weingart and Nickoal Eichmann-Kalwara on ""A Look Backwards Through the Index of Digital Humanities Conferences""",Events About People Connect With Us Contact Us,,,,,"Scott Weingart (Carnegie Mellon University) and Nickoal Eichmann-Kalwara (University of Colorado-Boulder) will give a talk titled "" A Look Backwards Through the Index of Digital Humanities Conferences."" Register for this event This is the sixth event in the Digital Humanities Long View, a joint seminar series co-hosted by the Center for Spatial and Textual Analysis (CESTA) at Stanford and UCL's Centre for Digital Humanities that explores the history of DH and how this past informs the future of digital humanist methods.","Tue April 27th 2021, 9:00pm",Online via Zoom
1716323825-359.html,"CESTA Seminar | C. Armand ""MADSpace, a digital platform devoted to the spatial history of advertising in modern Shanghai (1905-1949)"" | Center for Spatial and Textual Analysis","Born as a digital companion to her PhD project devoted to the spatial history of advertising in modern Shanghai (1905–1949), MADSpace (http://madspace.org/) has gradually become an integrated platform and a multi-actorial database. As this project’s primary goal is to shift the gaze from cultural studies to a spatial and social history of advertising, it is based on a wide range of primary sources (municipal and business archives, personal papers, press advertisements, professional handbooks, original sketches street photos and videos).","CESTA Seminar | C. Armand ""MADSpace, a digital platform devoted to the spatial history of advertising in modern Shanghai (1905-1949)""",Events About People Connect With Us Contact Us,,,,,"Born as a digital companion to her PhD project devoted to the spatial history of advertising in modern Shanghai (1905–1949), MADSpace ( http://madspace.org/ ) has gradually become an integrated platform and a multi-actorial database. As this project’s primary goal is to shift the gaze from cultural studies to a spatial and social history of advertising, it is based on a wide range of primary sources (municipal and business archives, personal papers, press advertisements, professional handbooks, original sketches street photos and videos). First intended to collect and connect multimedia sources and analytical materials (graphs, maps, trees), MADSpace has come to serve as an open laboratory to invent alternative ways of doing and writing history in the digital age. This presentation will trace the genesis of the platform and present its main functionalities, discuss its current potentials and shortcomings, and imagine its future developments. Cécile Armand is currently a postdoctoral scholar at the Department of History/CESTA (Mellon/DHAsia program). She completed her PhD in History at the Ecole Normale Supérieure of Lyon (ENS Lyon), France, in June 2017. Her dissertation investigated the spatial history of advertising in modern Shanghai (1905–1949). She also led an interdisciplinary junior research lab devoted to digital humanities at the ENS Lyon in 2012–2014. Her research interests include the history of modern China, urban and social history, digital and spatial history, timelines, and epistemology.","Tue November 14th 2017, 12:00 - 1:15pm","Bldg. 160, Rm. 433A"
1716323825-60.html,CESTA/CIDR DH Lightning Talks | Center for Spatial and Textual Analysis,"Mark your calendars: CESTA and CIDR will once again be co-hosting a session of digital humanities lightning talks on Tuesday, April 25, 12:00-1:15pm, to be held in-person at CESTA (a Zoom link is available upon request for remote attendance). The format is casual, with short 3-5 minute lightning talks followed by discussion and feedback from the group. ",CESTA/CIDR DH Lightning Talks,Events About People Connect With Us Contact Us,,,,,"Mark your calendars: CESTA and CIDR will once again be co-hosting a session of digital humanities lightning talks on Tuesday, April 25, 12:00-1:15pm, to be held in-person at CESTA (a Zoom link is available upon request for remote attendance). The format is casual, with short 3-5 minute lightning talks followed by discussion and feedback from the group. Anyone with an interest in digital humanities is invited to participate! This is a great opportunity to meet people working on similar methods or topics, get help with technical challenges, and gather ideas. Let us know if you'd like to present a lightning talk by filling out this form by Monday, April 17 . We’ll be in touch shortly after to confirm a final schedule. Please send any questions to Alix Keener (CESTA/CIDR Digital Scholarship Coordinator) at alixkee [at] stanford.edu (alixkee[at]stanford[dot]edu) . We hope to see you there!","Tue April 25th 2023, 12:00 - 1:15pm",Wallenberg 433A
1716323825-162.html,Thursday Stanford Geospatial Center Office(less) Hours | Center for Spatial and Textual Analysis,"Office(less) Hours are back, and they are really officeless, now! We’ll have SGC staff here and guests from the rest of the Branner Earth Sciences & Map Collection family, on a weekly basis throughout the Autumn Quarter. Drop by for quick support for any of your Spatial questions! We're happy to help you find, use and present anything ""mappy!"" https://stanford.zoom.us/j/97569468192?pwd=Z2R4dDdoZ1dDRWVlS1lhMjlYNS9M…",Thursday Stanford Geospatial Center Office(less) Hours,Events About People Connect With Us Contact Us,,,,,"Office(less) Hours are back, and they are really officeless, now! We’ll have SGC staff here and guests from the rest of the Branner Earth Sciences & Map Collection family, on a weekly basis throughout the Autumn Quarter. Drop by for quick support for any of your Spatial questions! We're happy to help you find, use and present anything ""mappy!"" https://stanford.zoom.us/j/97569468192?pwd=Z2R4dDdoZ1dDRWVlS1lhMjlYNS9M…","Thu November 19th 2020, 2:00 - 3:00pm",Zoom!
1716323825-37.html,"Coffee, Cookies, Computers | Center for Spatial and Textual Analysis","CESTA is kicking of a new program for everyone interested in Digital Humanities and/or intersections of technology and humanistic methods. We will host informal, open conversations with faculty members who are DH practitioners, while enjoying warm drinks and cookies. This series will be hosted on Thursdays at 3pm on the 4th floor of Wallenberg Hall, and all are welcome to attend.Questions? Email cesta.stanford [at] gmail.com (cesta[dot]stanford[at]gmail[dot]com)  ","Coffee, Cookies, Computers",Events About People Connect With Us Contact Us,,,,,"CESTA is kicking of a new program for everyone interested in Digital Humanities and/or intersections of technology and humanistic methods. We will host informal, open conversations with faculty members who are DH practitioners, while enjoying warm drinks and cookies. This series will be hosted on Thursdays at 3pm on the 4th floor of Wallenberg Hall, and all are welcome to attend. Questions? Email cesta.stanford [at] gmail.com (cesta[dot]stanford[at]gmail[dot]com)  ","Thu January 25th 2024, 3:00 - 4:30pm",
1716323825-174.html,Thursday Stanford Geospatial Center Office(less) Hours | Center for Spatial and Textual Analysis,"Office(less) Hours are back, and they are really officeless, now! We’ll have SGC staff here and guests from the rest of the Branner Earth Sciences & Map Collection family, on a weekly basis throughout the Autumn Quarter. Drop by for quick support for any of your Spatial questions! We're happy to help you find, use and present anything ""mappy!"" https://stanford.zoom.us/j/97569468192?pwd=Z2R4dDdoZ1dDRWVlS1lhMjlYNS9M…",Thursday Stanford Geospatial Center Office(less) Hours,Events About People Connect With Us Contact Us,,,,,"Office(less) Hours are back, and they are really officeless, now! We’ll have SGC staff here and guests from the rest of the Branner Earth Sciences & Map Collection family, on a weekly basis throughout the Autumn Quarter. Drop by for quick support for any of your Spatial questions! We're happy to help you find, use and present anything ""mappy!"" https://stanford.zoom.us/j/97569468192?pwd=Z2R4dDdoZ1dDRWVlS1lhMjlYNS9M…","Thu October 29th 2020, 2:00 - 3:00pm",Zoom!
1716323825-318.html,Sustainable Infrastructures for Digital Arts & Humanities: An International DARIAH Exchange | Center for Spatial and Textual Analysis,"This 3-day conference will highlight ongoing work in the European Union’s Digital Research Infrastructure for Arts and Humanities (DARIAH) and how these projects and initiatives could potentially intersect with Digital Humanities initiatives in the North American academic community, particularly on the West Coast.  This is the first of three DARIAH dissemination workshops: the second will take place at",Sustainable Infrastructures for Digital Arts & Humanities: An International DARIAH Exchange,Events About People Connect With Us Contact Us,,,,,"This 3-day conference will highlight ongoing work in the European Union’s Digital Research Infrastructure for Arts and Humanities ( DARIAH ) and how these projects and initiatives could potentially intersect with Digital Humanities initiatives in the North American academic community, particularly on the West Coast.  This is the first of three DARIAH dissemination workshops : the second will take place at the Library of Congress in October 2018, and the third in March 2019 at the Australian National Data Service in Adelaide, Australia.The purposes of the conference are to promote DARIAH tools and services, to initiate collaborations, and above all to exchange knowledge and experience in digital scholarship on an international level.  Key topics are sustainability of infrastructures, digital text analysis, Geohumanities, image collections and annotation, music and performing arts, collections as data, and web archives.Keynote speakers: Quinn Dombrowski manages the U.C. Berkeley Research Computing consulting service, and has worked with humanities scholars who use digital and computational tools and methodologies since 2004. She holds a Master’s Degree in Slavic Linguistics from the University of Chicago, and an MLS from the University of Illinois. Quinn serves on the executive committee for the Association for Computers and the Humanities.  She is author of the book Drupal for Humanists, published by Texas A&M Press, which is the first in the Coding for Humanists series, which she co-edits. Ge Wang is a Stanford University Professor of Music and Computer Science. He is a designer of instruments, toys, and games; inventor of the ChucK programming language; and director of the Stanford Laptop Orchestra. Ge was co-founder of Smule, a Silicon Valley startup that explores music-making via mobile devices, and designer of Magic Piano and Ocarina, an Apple Hall of Fame App. Ge is the author of Artful Design: Technology in Search of the Sublime (Stanford University Press, 2018) Mark Algee-Hewitt is Assistant Professor of English at Stanford University.  His research focuses on the eighteenth and early nineteenth centuries in England and Germany and seeks to combine literary criticism with digital and quantitative analyses of literary texts. In particular he is interested in the history of aesthetic theory and the development and transmission of aesthetic and philosophic concepts during the Enlightenment and Romantic periods, and in the relationship between aesthetic theory and the poetry of the long eighteenth century. Mark is Director of the Stanford Literary Lab.","Sat September 15th 2018, 12:00am","Bender Room, Green Library"
1716323825-21.html,SRC Fellowship Info Session | Center for Spatial and Textual Analysis,"On Wednesday, April 10th between 12 and 1 pm, Stanford Research Computing (SRC) will be coming to CESTA to talk about their programming in general and the 2nd annual SRC Fellowship for Humanities and Social Sciences graduate students. SRC invites graduate students in the Humanities and Social Sciences to apply for a Summer Quarter fellowship to develop original digital research in our high-performance computing environment. There are three fellowships available, with the awardees forming a learning cohort.",SRC Fellowship Info Session,Events About People Connect With Us Contact Us,,,,,"On Wednesday, April 10th between 12 and 1 pm, Stanford Research Computing (SRC) will be coming to CESTA to talk about their programming in general and the 2nd annual SRC Fellowship for Humanities and Social Sciences graduate students. SRC invites graduate students in the Humanities and Social Sciences to apply for a Summer Quarter fellowship to develop original digital research in our high-performance computing environment. There are three fellowships available, with the awardees forming a learning cohort. Each fellowship comes with a $5,000 stipend, as well as office space in Polya Hall. The recipients will be expected to give a final presentation on their project at the end of the quarter. Those interested should complete the form here by April 23. Please RSVP here to attend the information luncheon. All Humanities and Social Sciences graduate students are invited to attend. There is a Zoom option available as well.","Wed April 10th 2024, 12:00 - 1:00pm","Wallenberg Hall, Room 433A"
1716323825-123.html,"Virtual Book Talk: Cameron Blevins and ""Paper Trails"" | Center for Spatial and Textual Analysis","Cameron Blevins, former Thomas D. Dee II Graduate Fellow, will stop by the Lane Center to discuss his new book, Paper Trails: The US Post and the Making of the American West. Blevins will be joined in conversation by Richard White, co-founding director of the Bill Lane Center for the American West, and Charlotte Hull, current Thomas D. Dee II Graduate Fellow. About the Book:","Virtual Book Talk: Cameron Blevins and ""Paper Trails""",Events About People Connect With Us Contact Us,,,,,"Cameron Blevins, former Thomas D. Dee II Graduate Fellow, will stop by the Lane Center to discuss his new book, Paper Trails: The US Post and the Making of the American West . Blevins will be joined in conversation by Richard White, co-founding director of the Bill Lane Center for the American West, and Charlotte Hull, current Thomas D. Dee II Graduate Fellow. About the Book: Paper Trails argues that the US Post wove together two of the era’s defining projects: western expansion and the growth of state power. Between the 1860s and the early 1900s, the western United States underwent a dramatic reorganization of people, land, capital, and resources. As millions of settlers moved into the region, they relied on letters and newspapers, magazines and pamphlets, petitions and money orders to stay connected to the wider world. Paper Trails maps the spread of the US Post using a dataset of more than 100,000 post offices, revealing a new picture of the federal government in the West. The western postal network bore little resemblance to the civil service bureaucracies typically associated with government institutions. Instead, the US Post grafted public mail service onto private businesses, contracting with stagecoach companies to carry the mail and paying local merchants to distribute letters from their stores. These arrangements allowed the US Post to operate what Blevins has termed a “gossamer network,” rapidly spinning out a vast and ephemeral web of postal infrastructure to thousands of distant places. The postal network’s sprawling geography and localized operations forces a reconsideration of the American state, its history, and the ways in which it exercised power. About Cameron Blevins Blevins teaches United States history and digital humanities at the University of Colorado Denver. Prior to this, he was an assistant professor of history at Northeastern University and core faculty member of the NULab for Texts, Maps, and Networks.","Tue June 8th 2021, 2:00 - 3:00pm",Zoom Webinar
